debit_memo,product,ndc,manufacturer,ask_price,received_price,Percentage Returned,Full/partial,Ask Date,Receive Date,Method,Confidence,Pharmacy Name,Status
DEL0424DAT49884,Imipramine Hydrochloride,49884-0055-01,Par Pharmaceutical; Inc.,22.8,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT49884,Lamotrigine Extended Rel,49884-0604-11,Par Pharmaceutical; Inc.,368.47,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT50419,Yaz,50419-0405-03,Bayer HealthCare Pharmaceuticals Inc.,398.85,,,,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT50419,Natazia,50419-0409-03,Bayer HealthCare Pharmaceuticals Inc.,581.82,,,,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT50458,Invokana,50458-0140-30,Janssen Pharmaceuticals; Inc.,450.88,,,Partial,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT50458,Risperdal,50458-0302-06,Janssen Pharmaceuticals; Inc.,586.67,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT50742,Metformin,50742-0633-60,Ingenus Pharmaceuticals; LLC,544.93,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT51285,Seasonique,51285-0087-87,Teva Women's Health; Inc.,623.56,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT52536,Erythromycin,52536-0103-03,Wilshire Pharmaceuticals,23.71,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT52817,Clotrimazole Topical Solut,52817-0800-30,TruPharma LLC,100,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT55111,Ziprasidone Hydrochloride,55111-0256-60,Dr. Reddy's Laboratories Limited,92.59,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT55111,Naproxen And Esomepraz,55111-0701-60,Dr. Reddy's Laboratories Limited,2373.24,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT55150,Dexamethasone Sodium,55150-0305-10,AuroMedics Pharma LLC,300,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT60505,Brimonidine Tartrate/timol,60505-6225-00,Apotex Corp,230,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT62332,Telmisartan And Hydrochl,62332-0210-30,Alembic Pharmaceuticals Inc.,38.67,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT66993,Sumatriptan,66993-0081-69,Prasco Laboratories,379.2,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT68180,Tobramycin,68180-0962-56,Lupin Pharmaceuticals; Inc.,200,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT69367,Selenium Sulfide,69367-0229-18,Westminster Pharmaceuticals; LLC,144,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT69367,Hydroquinone,69367-0174-01,Westminster Pharmaceuticals; LLC,111.76,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT70700,Clobetasol Propionate,70700-0106-15,Xiromed; LLC,155.45,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT70748,Arformoterol Tartrate,70748-0175-30,Lupin Pharmaceuticals; Inc.,1146.91,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT70756,Fenofibrate,70756-0214-90,Lifestar Pharma LLC,11.1,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT70756,Amitriptyline Hydrochlorid,70756-0204-11,Lifestar Pharma LLC,62.71,,,Partial,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT70756,Amitriptyline Hydrochlorid,70756-0204-11,Lifestar Pharma LLC,62.71,,,Full,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT70756,Amitriptyline Hydrochlorid,70756-0204-11,Lifestar Pharma LLC,62.71,,,Partial,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0424DAT70756,Amitriptyline Hydrochlorid,70756-0204-11,Lifestar Pharma LLC,62.71,,,Partial,04/22/2024,,,,Save Rite Drugs Brandenburg,UNMATCHED
DEL0824DBG00006,Pneumovax 23,00006-4837-03,Merck Sharp & Dohme LLC,77.32,,,Partial,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG00378,Wixela Inhub,00378-9321-32,Mylan Pharmaceuticals Inc.,129,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG00456,Bystolic,00456-1405-30,Allergan; Inc.,126.96,,,Partial,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG00713,Hydrocortisone Valerate,00713-0560-37,Cosette Pharmaceuticals; Inc.,8.63,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG16729,Doxazosin,16729-0414-01,Accord Healthcare Inc.,16.67,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG45802,Clindamycin And Benzoyl,45802-0507-02,Padagis Israel Pharmaceuticals Ltd,340.28,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG54838,Hydroxyzine Hydrochlorid,54838-0502-80,Lannett Company; Inc.,30.5,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG59651,Imatinib Mesylate,59651-0240-90,Aurobindo Pharma Limited,4865.35,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG61958,Descovy,61958-2002-01,Gilead Sciences; Inc.,1626.36,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG62332,Tavaborole,62332-0467-10,Alembic Pharmaceuticals; Inc.,32.42,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG62756,Ciprofloxacin And Dexame,62756-0427-90,Sun Pharmaceutical Industries; Inc.,8.52,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG66993,Prednisolone Sodium Pho,66993-0846-35,Prasco Laboratories,14.28,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG67877,Rabeprazole Sodium,67877-0443-30,Ascend Laboratories; LLC,13.86,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG68180,Albuterol Sulfate,68180-0963-01,Lupin Pharmaceuticals; Inc.,74,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG68180,Albuterol Sulfate,68180-0963-01,Lupin Pharmaceuticals; Inc.,74,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG68180,Daysee,68180-0846-13,Lupin Pharmaceuticals; Inc.,502.72,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG68382,Topiramate,68382-0004-14,Zydus Pharmaceuticals (USA) Inc.,61.75,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG69238,Ofloxacin,69238-1615-03,Amneal Pharmaceuticals NY LLC,55,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG69315,Imipramine Hydrochloride,69315-0133-01,Leading Pharma; LLC,5.9,,,Partial,08/23/2024,,,,RX Masters,UNMATCHED
DEL0824DBG72205,Febuxostat,72205-0029-30,Novadoz Pharmaceuticals LLC,24.94,,,Full,08/23/2024,,,,RX Masters,UNMATCHED
DEL0825DBS00032,Creon,00032-1212-01,AbbVie Inc.,284.22,,,Partial,08/22/2025,,,,Health Choice Pharmacy,UNMATCHED
DEL0825DBS00093,Doxazosin,00093-2070-01,Teva Pharmaceuticals USA; Inc.,78.89,,,Full,08/22/2025,,,,Health Choice Pharmacy,UNMATCHED
DEL0825DBS00228,Carbidopa And Levodopa,00228-2540-10,Actavis Pharma; Inc.,32.59,,,Full,08/22/2025,,,,KISI (DBA Health Choice Pharmacy),UNMATCHED
DEL0825DBS00472,Desonide,00472-0804-60,Actavis Pharma; Inc.,232.37,,,Full,08/22/2025,,,,KISI (DBA Health Choice Pharmacy),UNMATCHED
DEL0825DBS00591,Triamterene And Hydrochl,00591-0424-01,Actavis Pharma; Inc.,26.12,,,Full,08/22/2025,,,,Health Choice Pharmacy,UNMATCHED
DEL0825DBS00781,Ampicillin,00781-2145-01,Sandoz Inc,37.38,,,Partial,08/22/2025,,,,Health Choice Pharmacy,UNMATCHED
DEL0825DBS45802,Triamcinolone Acetonide,45802-0054-36,Padagis Israel Pharmaceuticals Ltd,7.78,,,Full,08/22/2025,,,,Health Choice Pharmacy,UNMATCHED
DEL0825DBS47335,Ipratropium Bromide,47335-0706-49,Sun Pharmaceutical Industries; Inc.,8.48,,,Full,08/22/2025,,,,Health Choice Pharmacy,UNMATCHED
DEL0825DBS64980,Nitazoxanide,64980-0526-60,Rising Pharmaceuticals; Inc.,478.29,,,Partial,08/22/2025,,,,Health Choice Pharmacy,UNMATCHED
DEL0825DBS65862,Amlodipine And Benazepri,65862-0584-01,Aurobindo Pharma Limited,50.27,,,Full,08/22/2025,,,,Health Choice Pharmacy,UNMATCHED
DEL0825DBS69315,Benztropine Mesylate,69315-0136-01,Leading Pharma; LLC,9.45,,,Partial,08/22/2025,,,,Health Choice Pharmacy,UNMATCHED
DEL0825DBS72205,Oseltamivir Phosphate,72205-0043-11,Novadoz Pharmaceuticals LLC,25.13,,,Full,08/22/2025,,,,Health Choice Pharmacy,UNMATCHED
DEL0825DBT00054,Ipratropium Bromide,00054-0046-41,West-Ward Pharmaceuticals Corp.,32.82,,,Full,08/27/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT00065,Atropine Sulfate,00065-0817-01,Alcon Laboratories; Inc.,75.97,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT00093,Imatinib Mesylate,00093-7630-56,Teva Pharmaceuticals USA; Inc.,8745.78,,,Full,08/27/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT00115,Levalbuterol,00115-9932-78,Amneal Pharmaceuticals of New York LLC,160.79,,,Full,09/02/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT00185,Bumetanide,00185-0130-01,Eon Labs; Inc.,123.06,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT00185,Bumetanide,00185-0130-01,Eon Labs; Inc.,123.06,,,Partial,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT00378,Citalopram,00378-6233-01,Mylan Pharmaceuticals Inc.,13.69,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT00378,Citalopram,00378-6233-01,Mylan Pharmaceuticals Inc.,13.69,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT00378,Amlodipine And Atorvastat,00378-4517-93,Mylan Pharmaceuticals Inc.,147.95,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT00378,Amlodipine And Atorvastat,00378-4517-93,Mylan Pharmaceuticals Inc.,147.95,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT00527,Pilocarpine Hydrochloride,00527-1313-01,Lannett Company; Inc.,122.48,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT00574,Tobramycin And Dexamet,00574-4031-10,Padagis US LLC,127.97,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT00591,Amantadine Hydrochloride,00591-4920-01,Actavis Pharma; Inc.,159.82,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT00781,Amoxicillin,00781-6041-46,Sandoz Inc,3.4,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT16571,Glycopyrrolate,16571-0743-09,Rising Pharma Holdings; Inc.,102.9,,,Partial,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT16571,Bupropion Hydrochloride,16571-0862-50,Rising Pharma Holdings; Inc.,30.97,,,Partial,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT16571,Glimepiride,16571-0774-50,Rising Pharma Holdings; Inc.,124.57,,,Partial,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT16571,Amantadine Hydrochloride,16571-0834-01,Rising Pharma Holdings; Inc.,92.14,,,Partial,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT23155,Calcitriol,23155-0662-03,Avet Pharmaceuticals Inc.,52.65,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT23155,Trospium Chloride,23155-0530-06,Avet Pharmaceuticals Inc.,314.98,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT31722,Torsemide,31722-0531-01,Camber Pharmaceuticals; Inc.,13,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT33342,Levothyroxine Sodium,33342-0395-44,Macleods Pharmaceuticals Limited,19.93,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT43547,Valsartan,43547-0369-09,Solco Healthcare US; LLC,9.99,,,Full,09/08/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT43547,Telmisartan,43547-0283-03,Solco Healthcare US; LLC,4.15,,,Full,09/08/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT45802,Mometasone Furoate,45802-0257-35,Padagis Israel Pharmaceuticals Ltd,19.05,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT45802,Imiquimod,45802-0368-62,Padagis Israel Pharmaceuticals Ltd,148.2,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT45802,Ketoconazole,45802-0532-32,Padagis Israel Pharmaceuticals Ltd,497.38,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT47781,Disulfiram,47781-0607-30,Alvogen Inc.,73.32,,,Partial,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT51862,Diltiazem Hydrochloride,51862-0328-01,Mayne Pharma,116.97,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT55111,Ziprasidone Hydrochloride,55111-0258-60,Dr. Reddy's Laboratories Limited,95.13,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT55111,Metoprolol Succinate,55111-0469-01,Dr. Reddy's Laboratories Limited,98.4,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT57237,Ramipril,57237-0224-01,Rising Health; LLC,38.2,,,Full,08/27/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT59310,Qvar Redihaler,59310-0302-40,Teva Respiratory; LLC,162.51,,,Full,08/27/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT59651,Propafenone Hydrochlorid,59651-0256-01,Aurobindo Pharma Limited,163.59,,,Full,09/02/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT59651,Buspirone Hydrochloride,59651-0393-60,Aurobindo Pharma Limited,218,,,Full,09/02/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT59746,Prochlorperazine Maleate,59746-0115-06,JUBILANT CADISTA PHARMACEUTICALS INC.,27.01,,,Partial,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT59746,Prochlorperazine Maleate,59746-0113-06,JUBILANT CADISTA PHARMACEUTICALS INC.,18.76,,,Partial,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT59746,Prochlorperazine Maleate,59746-0113-06,JUBILANT CADISTA PHARMACEUTICALS INC.,18.76,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT60505,Amlodipine And Atorvastat,60505-3488-03,Apotex Corp.,23.94,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT60505,Amlodipine And Atorvastat,60505-3478-03,Apotex Corp.,177.58,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT60505,Amlodipine And Atorvastat,60505-3478-03,Apotex Corp.,177.58,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT60505,Amlodipine And Atorvastat,60505-3479-03,Apotex Corp.,177.58,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT60505,Amlodipine And Atorvastat,60505-3493-03,Apotex Corp.,177.58,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT60505,Amlodipine And Atorvastat,60505-3493-03,Apotex Corp.,177.58,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT61314,Tropicamide,61314-0355-01,Sandoz Inc,10.5,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT61314,Polymyxin B Sulfate And,61314-0628-10,Sandoz Inc,9.83,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT62559,Aminocaproic Acid,62559-0225-30,ANI Pharmaceuticals; Inc.,607.82,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT64679,Bupropion Hydrochloride,64679-0830-01,Wockhardt USA LLC.,143.88,,,Full,08/27/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT64980,Glipizide,64980-0280-01,Rising Pharmaceuticals; Inc.,12.48,,,Partial,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT65162,Niacin,65162-0323-09,Amneal Pharmaceuticals LLC,158.4,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT65862,Amoxicillin And Clavulanat,65862-0535-02,Aurobindo Pharma Limited,28.1,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT65862,Amoxicillin And Clavulanat,65862-0534-01,Aurobindo Pharma Limited,10.25,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT65862,Amoxicillin,65862-0071-50,Aurobindo Pharma Limited,3.04,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT65862,Amlodipine And Benazepri,65862-0584-01,Aurobindo Pharma Limited,50.27,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT66993,Calcipotriene,66993-0878-61,Prasco Laboratories,229.89,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT67877,Cefpodoxime Proxetil,67877-0878-20,Ascend Laboratories; LLC,207.58,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT68180,Cefdinir,68180-0722-04,Lupin Pharmaceuticals; Inc.,6.22,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT68180,Azithromycin Dihydrate,68180-0862-11,Lupin Pharmaceuticals; Inc.,49.32,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT68180,Lisinopril,68180-0979-01,Lupin Pharmaceuticals; Inc.,31.41,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT68382,Paroxetine,68382-0099-16,Zydus Pharmaceuticals USA Inc.,10.9,,,Full,08/27/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT68382,Topiramate,68382-0140-05,Zydus Pharmaceuticals USA Inc.,55.41,,,Full,08/27/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT68382,Risperidone,68382-0113-05,Zydus Pharmaceuticals USA Inc.,125.93,,,Full,08/27/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT68462,Aprepitant,68462-0583-40,Glenmark Pharmaceuticals Inc.; USA,79.18,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT69315,Fenofibrate,69315-0288-05,Leading Pharma; LLC,350.84,,,Partial,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT69367,Hydrocortisone Acetate,69367-0243-24,Westminster Pharmaceuticals; LLC,285.96,,,Full,08/27/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT70710,Betamethasone Dipropion,70710-1233-04,Zydus Pharmaceuticals USA Inc.,186.25,,,Full,08/27/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT70710,Prochlorperazine Maleate,70710-1668-01,Zydus Pharmaceuticals USA Inc.,117.13,,,Full,08/27/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT70954,Sulfamethoxazole And Tri,70954-0258-10,ANI Pharmaceuticals; Inc.,219.52,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT70954,Bisoprolol Fumarate,70954-0455-10,ANI Pharmaceuticals; Inc.,59.99,,,Full,08/26/2025,,,,MB & T Pharmacy,UNMATCHED
DEL0825DBT72578,Doxycycline Hyclate,72578-0054-18,Viona Pharmaceuticals Inc,745.43,,,Full,08/27/2025,,,,MB & T Pharmacy,UNMATCHED
DEL1224DBK65862,Fenofibrate,65862-0768-90,Aurobindo Pharma Limited,16.48,,,Full,12/30/2024,,,,Texas Road Pharmacy,UNMATCHED
DEL1224DBK65862,Ondansetron,65862-0391-10,Aurobindo Pharma Limited,11.17,,,Full,12/30/2024,,,,Texas Road Pharmacy,UNMATCHED
DEL1224DBK65862,Ondansetron,65862-0390-10,Aurobindo Pharma Limited,8.57,,,Full,12/30/2024,,,,Texas Road Pharmacy,UNMATCHED
DEL1224DBK72205,Febuxostat,72205-0028-30,Novadoz Pharmaceuticals LLC,14.64,,,Full,12/30/2024,,,,Texas Road Pharmacy,UNMATCHED
DEL0224DAL00781,Azithromycin,00781-8089-31,Sandoz Inc,31.08,,,Partial,03/04/2024,,,,Spotswood Pharmacy,UNMATCHED
DEL0224DAL00781,Enoxaparin Sodium,00781-3246-64,Sandoz Inc,22.28,,,Partial,03/04/2024,,,,Spotswood Pharmacy,UNMATCHED
DEL0224DAL64980,Lithium Carbonate,64980-0205-05,Rising Pharmaceuticals; Inc.,93.97,,,Partial,03/04/2024,,,,Spotswood Pharmacy,UNMATCHED
DEL0224DAL70756,Baclofen,70756-0289-11,Lifestar Pharma LLC,16.42,,,Partial,03/04/2024,,,,Spotswood Pharmacy,UNMATCHED
DEL0224DAL70756,Baclofen,70756-0288-11,Lifestar Pharma LLC,12.86,,,Partial,03/04/2024,,,,Spotswood Pharmacy,UNMATCHED
DEL0224DAK00185,Etodolac,00185-0687-01,Eon Labs; Inc.,92.91,,,Partial,03/04/2024,,,,Texas Road Pharmacy,UNMATCHED
DEL0224DAK00555,Junel,00555-9028-58,Teva Pharmaceuticals USA; Inc.,107.94,,,Full,03/04/2024,,,,Texas Road Pharmacy,UNMATCHED
DEL0224DAK00781,Clarithromycin,00781-1962-60,Sandoz Inc,55.7,,,Partial,03/04/2024,,,,Texas Road Pharmacy,UNMATCHED
DEL0224DAK64980,Lithium Carbonate,64980-0205-05,Rising Pharmaceuticals; Inc.,93.97,,,Partial,03/04/2024,,,,Texas Road Pharmacy,UNMATCHED
DEL0224DAK70756,Baclofen,70756-0288-12,Lifestar Pharma LLC,28.24,,,Partial,03/04/2024,,,,Texas Road Pharmacy,UNMATCHED
DEL0224DAP65862,Ondansetron Hydrochlorid,65862-0187-30,Aurobindo Pharma Limited,13.55,,,Full,03/01/2024,,,,Dundee Pharmacy,UNMATCHED
DEL0224DAM00093,Hydroxyzine Hydrochlorid,00093-5062-01,Teva Pharmaceuticals USA; Inc.,27.79,,,Full,03/01/2024,,,,Colonia Pharmacy,UNMATCHED
DEL0224DAM00093,Metoclopramide,00093-2203-01,Teva Pharmaceuticals USA; Inc.,5.47,,,Full,03/01/2024,,,,Colonia Pharmacy,UNMATCHED
DEL0224DAM00527,Dicyclomine Hydrochlorid,00527-0586-01,Lannett Company; Inc.,17.96,,,Full,03/01/2024,,,,Colonia Pharmacy,UNMATCHED
DEL0224DAM57237,Ondansetron,57237-0077-10,Rising Health; LLC,18.8,,,Full,03/01/2024,,,,Colonia Pharmacy,UNMATCHED
DEL0224DAM57237,Pramipexole Dihydrochlori,57237-0184-90,Rising Health; LLC,265.47,,,Full,03/01/2024,,,,Colonia Pharmacy,UNMATCHED
DEL0224DAM69584,Sotalol Hydrochloride,69584-0842-10,Oxford Pharmaceuticals; LLC,25.95,,,Full,03/01/2024,,,,Colonia Pharmacy,UNMATCHED
DEL0225DBL00093,Penicillin V Potassium,00093-4127-74,Teva Pharmaceuticals USA; Inc.,9.02,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00093,Cefdinir,00093-4136-64,Teva Pharmaceuticals USA; Inc.,22.08,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00093,Penicillin V Potassium,00093-4127-74,Teva Pharmaceuticals USA; Inc.,9.02,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00093,Dicloxacillin Sodium,00093-3125-01,Teva Pharmaceuticals USA; Inc.,108.3,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00169,Rybelsus,00169-4303-30,Novo Nordisk,248.64,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00169,Rybelsus,00169-4303-30,Novo Nordisk,248.64,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00173,Flovent,00173-0720-20,GlaxoSmithKline LLC,366.75,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00173,Anoro Ellipta,00173-0869-10,GlaxoSmithKline LLC,385.93,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00185,Metolazone,00185-5050-01,Eon Labs; Inc.,157.56,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00185,Metolazone,00185-5050-01,Eon Labs; Inc.,157.56,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00185,Metolazone,00185-5050-01,Eon Labs; Inc.,157.56,,,Partial,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00186,Nexium,00186-5040-31,AstraZeneca Pharmaceuticals LP,250.94,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00186,Nexium,00186-5040-31,AstraZeneca Pharmaceuticals LP,250.94,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00378,Wixela Inhub,00378-9321-32,Mylan Pharmaceuticals Inc.,129,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00574,Repaglinide,00574-0240-01,Padagis US LLC,30.08,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00781,Amoxicillin And Clavulanat,00781-6139-57,Sandoz Inc,21.38,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL00781,Amoxicillin And Clavulanat,00781-6139-57,Sandoz Inc,21.38,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL24208,Flunisolide,24208-0344-25,Bausch & Lomb Incorporated,50.95,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL31722,Dutasteride,31722-0131-30,Camber Pharmaceuticals; Inc.,7.2,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
DEL0225DBL42571,Amlodipine And Olmesart,42571-0237-30,Micro Labs Limited,297.11,,,Full,02/06/2025,,,,RX Masters,UNMATCHED
