debit_memo,product,ndc,manufacturer,ask_price,received_price,Percentage Returned,Full/partial,Ask Date,Receive Date,Method,Confidence,Pharmacy Name,Status
DEL0123CVU68180,famotidine f.o.s. usp 40mg/5ml 50ml(us),68180-1500-01,lupin pharmaceuticals; inc.,47.81,9.9,20.70%,Full,01/19/2023,05/25/2023,Direct+Name,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU68462,alclometasone dip cream 0.05% 60gm,68462-0331-90,glenmark pharmaceuticals inc.; usa,12.59,38.01,301.90%,Full,01/20/2023,04/25/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU68462,pramipexole tab 0.25mg 90,68462-0300-65,glenmark pharmaceuticals inc.; usa,74.64,6,8.00%,Full,01/20/2023,04/25/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU69238,etodolac 400 mg tablet - 100,69238-1342-01,amneal pharmaceuticals llc,115.66,11,9.50%,Full,01/20/2023,3/13/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU69238,erythromycin 200 mg/5 ml susp,69238-1503-01,amneal pharmaceuticals llc,396,2.75,0.70%,Full,01/20/2023,3/13/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVX00169,rybelsus 14mg tab bottle,16943-1430-30,novo nordisk inc,1173,842.19,71.80%,Full,01/25/2023,03/22/2023,Direct+Name,HIGH,The Palms Pharmacy,MATCHED
DEL0123CVS00185,metolazone 2.5mg 100tb bt,00185-5050-01,sandoz,15.76,58.44,370.80%,Full,01/17/2023,03/06/2023,Direct+NDC,HIGH,Best Rx Pharmacy,MATCHED
DEL0123CVX00713,credit as agreed,05131-6763-02,cosette pharma inc,19.52,12.7,65.10%,Full,01/25/2023,1/31/2024,Direct+Qty,HIGH,The Palms Pharmacy,MATCHED
DEL0123CVX13668,esomeprazolemgdrcapsusp20mg; us;90s,13668-0154-90,torrent pharma inc.,56.61,18.92,33.40%,Full,01/25/2023,04/24/2023,Direct+NDC,HIGH,The Palms Pharmacy,MATCHED
DEL0123CVX29300,atenolol tablets 100mg 500ct,29300-4120-05,unichem pharmaceuticals (usa); inc.,229,20.68,9.00%,Full,01/25/2023,05/30/2023,Direct+Name,HIGH,The Palms Pharmacy,MATCHED
DEL0123CVX31722,authorized return,31722-0529-01,camber pharmaceuticals inc,7.25,1.21,16.70%,Full,01/25/2023,4/27/2023,Direct+NDC,HIGH,The Palms Pharmacy,MATCHED
DEL0123CVX51224,azithromycin 250mg tablets 6ct blister card,51224-0022-06,tagi pharma; inc.,31.63,13.3,42.00%,Full,03/08/2023,03/07/2023,Direct+NDC,HIGH,The Palms Pharmacy,MATCHED
DEL0123CVX55111,Levofloxacin,55111-2813-00,dr. reddy's laboratories; inc.,16.04,3.68,22.90%,Full,01/25/2023,4/27/2023,Direct+Qty,HIGH,The Palms Pharmacy,MATCHED
DEL0123CVX60505,azelastine n/spry ap 0.15% 30ml usa,60505-0848-05,apotex corp.,106.57,11.14,10.50%,Full,01/25/2023,03/03/2023,Direct+NDC,HIGH,The Palms Pharmacy,MATCHED
DEL0123CVX68462,indomethacin cap 25mg 100,68462-0406-01,glenmark pharmaceuticals inc.; usa,12.06,4.72,39.10%,Full,01/25/2023,04/25/2023,Direct+NDC,HIGH,The Palms Pharmacy,MATCHED
DEL0123CVX68462,amlod-olmesartan tab 10/20mg 90,68462-0567-90,glenmark pharmaceuticals inc.; usa,560.87,20.4,3.60%,Full,01/25/2023,04/25/2023,Direct+NDC,HIGH,The Palms Pharmacy,MATCHED
DEL0123CVX69452,oxybutynin chloride er tabs 5mg100ct/bt,69452-0119-20,bionpharma inc,290,11.7,4.00%,Full,01/25/2023,12/06/2023,Direct+NDC,HIGH,The Palms Pharmacy,MATCHED
DEL0124CZY00093,Cilostazol,00093-2064-06,teva ivax pharmaceuticals,7.98,4.84,60.70%,Full,01/11/2024,3/28/2024,Direct+NDC,HIGH,Top Care Pharmacy,MATCHED
DEL0124CZY00173,credit as agreed,00173-0873-10,glaxosmithkline,314.51,318.69,101.30%,Full,01/11/2024,3/28/2024,Direct+NDC,HIGH,Top Care Pharmacy,MATCHED
DEL0124CZY00310,authorized return,00310-7370-20,prasco labs,326.24,187.48,57.50%,Full,01/11/2024,3/28/2025,Direct+NDC,HIGH,Top Care Pharmacy,MATCHED
DEL0124CZY00310,authorized return,00310-7370-20,prasco labs,326.24,187.48,57.50%,Full,01/11/2024,3/28/2025,Direct+NDC,HIGH,Top Care Pharmacy,MATCHED
DEL0124CZY00597,Spiriva,00597-0075-41,boehringer ingelheim,385.93,478.3,123.90%,Full,01/11/2024,02/28/2024,Direct+NDC,HIGH,Top Care Pharmacy,MATCHED
DEL0124CZY00597,Synjardy,00597-0290-74,boehringer ingelheim,446.35,430.42,96.40%,Full,01/11/2024,02/28/2024,Direct+NDC,HIGH,Top Care Pharmacy,MATCHED
DEL0124CZY00713,fluocinolone acetonide 0.025% crm 15gm,00713-0709-15,cosette pharmaceuticals,46.3,14.18,30.60%,Full,01/11/2024,26-Mar-24,Direct+Name,HIGH,Top Care Pharmacy,MATCHED
DEL0124CZY42799,bisoprolol fumarate/hctz tablets; usp 2.5mg/6.25mg 100ct,42799-0920-01,edenbridge pharmaceuticals,142.66,42.49,29.80%,Full,01/11/2024,07/25/24,Direct+NDC,HIGH,Top Care Pharmacy,MATCHED
DEL0124CZY64764,returns - dating,64764-0080-06,takeda pharmaceuticals america,360.16,371.1,103.00%,Full,01/11/2024,3/28/2024,Direct+Qty,HIGH,Top Care Pharmacy,MATCHED
DEL0124DAJ00310,crestor 40mg tabs 30s,00310-0754-30,astrazeneca,253.21,276.56,109.20%,Partial,01/30/2024,02/19/2024,Direct+NDC,HIGH,Health Choice Pharmacy,MATCHED
DEL0124DAJ70748,returns - quality,07074-8129-06,lupin pharmaceuticals; inc.,450,1.5,0.30%,Full,01/30/2024,08/30/2024,Direct+Qty,HIGH,Health Choice Pharmacy,MATCHED
DEL0218ADN00186,symbicort pmdi 160/4.5mcgx120,00186-0370-20,astrazeneca,308.02,308.68,100.20%,Full,10/22/2018,12/17/2018,NDC,HIGH,Echo Drugs,MATCHED
DEL0218ADN00186,nexium capsule 20mg 90ct bottle,00186-5020-54,astrazeneca,752.79,752.79,100.00%,Partial,09/11/2018,12/17/2018,NDC,HIGH,Global Medical Services (DBA K&J Globa,MATCHED
DEL0218ADS00186,nexium capsule 20mg 30ct bottle,00186-5020-31,astrazeneca,250.94,250.94,100.00%,Partial,09/26/2018,12/20/2018,NDC,HIGH,Colonia Pharmacy,MATCHED
DEL0218ADS00310,seroquel xr 150mg 60ct bottle,00310-0281-60,astrazeneca,884.76,1000.82,113.10%,Full,08/30/2018,12/20/2018,NDC,HIGH,Avella of Denver; Inc. #033,MATCHED
DEL0218ADS00310,crestor 5mg tabs 90s,00310-0755-90,astrazeneca,759.6,610.01,80.30%,Partial,10/02/2018,12/20/2018,NDC,HIGH,Avella of Sacramento; Inc #031,MATCHED
DEL0220BLK61314,ciprofloxacin oph soln 0.3% 10ml 1bt u03,61314-0656-10,sandoz,9.07,1.42,15.70%,Full,09/14/2020,05/27/2020,NDC,HIGH,West Lake Pharmacy,MATCHED
DEL0220BLK68462,lidocaine ointment jar 5% 50gm,68462-0418-27,glenmark pharmaceuticals inc.; usa,123.54,236.67,191.60%,Full,05/06/2020,08/12/2020,NDC,HIGH,Colonia Pharmacy,MATCHED
DEL0220BLK68462,mupirocin cream 2% 30gm,68462-0564-35,glenmark pharmaceuticals inc.; usa,236.67,32.84,13.90%,Full,09/07/2018,08/12/2020,NDC,HIGH,Er Drugs; Colosseum ; Inc,MATCHED
DEL0220BLO68462,nystatin-triam 100k unit/0.1% oint 15gm,68462-0799-17,glenmark pharmaceuticals inc.; usa,40.35,14.51,36.00%,Full,07/17/2024,08/12/2020,NDC,HIGH,Park Drugs Inc,MATCHED
DEL0220BLS68462,fluocinonide cream 0.1% 120gm,68462-0505-66,glenmark pharmaceuticals inc.; usa,995.2,216.33,21.70%,Full,10/15/2018,08/17/2020,NDC,HIGH,Family RX Pharmacy,MATCHED
DEL0222CKY47781,levothyroxine 112mcg 90ct,47781-0654-90,alvogen inc,42.56,0.92,2.20%,Full,07/17/2024,1/31/2024,NDC,HIGH,Park Drugs Inc,MATCHED
DEL0222CMB13668,sildenafiltabletsusp100mg; 100's; us,13668-0188-01,torrent pharma inc.,7.74,5.5,71.10%,Full,01/17/2023,07/05/2022,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0222CMB47781,oseltamivir suspension 60ml 6mg/ml 1ct,47781-0384-26,alvogen inc,110,10.02,9.10%,Full,09/14/2020,01/31/2024,NDC,HIGH,West Lake Pharmacy,MATCHED
DEL0222CMO00054,dexamethasone tab usp 1mg 100s,00054-4181-25,hikma pharmaceuticals usa inc.,24.71,14.71,59.50%,Full,01/11/2024,04/26/2022,NDC,HIGH,Top Care Pharmacy,MATCHED
DEL0222CML67877,aripiprazole 20mg tabs 30,67877-0434-03,ascend laboratories; llc,117,2.45,2.10%,Full,01/18/2023,03/16/22,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0222CMN00310,movantik tab 12.5mg bt 1x30 ea us,00310-1969-30,astrazeneca,318.11,344.72,108.40%,Full,07/01/2020,04/11/2022,NDC,HIGH,Jefferson Valley Pharmacy,MATCHED
DEL0222CM047781,oseltamivir suspension 60ml 6mg/ml 1ct,47781-0384-26,alvogen inc,110,10.02,9.10%,Full,09/21/2020,1/31/2024,NDC,HIGH,Tony's Pharmacy,MATCHED
DEL0222CMP52937,vascepa capsules 1g 120ct 1/ea,52937-0001-20,amarin pharma inc,270.37,270.37,100.00%,Full,06/24/2024,03/08/2022,NDC,HIGH,Health Choice Pharmacy,MATCHED
DEL0222CMP52937,vascepa capsules 1g 120ct 1/ea,52937-0001-20,amarin pharma inc,270.37,270.37,100.00%,Full,09/10/2025,03/08/2022,NDC,HIGH,Park Drugs Inc,MATCHED
DEL0222CMQ00186,symbicort ho 80/4.5mcg/d pmdi 1x60d,00186-0372-28,astrazeneca,172.02,219.55,127.60%,Full,09/26/2018,04/06/2022,NDC,HIGH,Colonia Pharmacy,MATCHED
DEL0222CMS00186,nexium capsule 40mg 30ct bottle,00186-5040-31,astrazeneca,250.94,250.93,100.00%,Full,02/06/2025,04/04/2022,NDC,HIGH,RX Masters,MATCHED
DEL0222CMT00456,namzaric 28mg/10mg cap 30,00456-1228-30,allergan,410.06,466.36,113.70%,Full,09/11/2020,06/03/2022,NDC,HIGH,Texas Road Pharmacy,MATCHED
DEL0223CVV00186,pulmicort ihl 0.25mg/2ml af 30x2ml,00186-1988-04,astrazeneca,253.5,261.46,103.10%,Full,05/08/2020,03/31/2023,NDC,HIGH,Prime Care Pharmacy,MATCHED
DEL0223CVV13668,anagrelidecapsusp0.5mg; us; 100s,13668-0453-01,torrent pharma inc.,91.83,35.15,38.30%,Full,01/20/2023,04/12/2023,NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0223CVW00006,pneumovax 23 0.5ml 10x1dose syringe usa,00006-4837-03,merck co inc,77.32,110.45,142.80%,Partial,08/23/2024,4/27/2023,NDC,HIGH,RX Masters,MATCHED
DEL0223CWB13668,pramipexoledihcltab0.125mg90s; us,13668-0091-90,torrent pharma inc.,8.04,1.08,13.40%,Full,09/12/2018,04/12/2023,NDC,HIGH,J & J Pharmacy,MATCHED
DEL0223CWB31722,entecavir tabs 1mg 30ct,31722-0834-30,camber pharmaceuticals; inc.,938.08,3.3,0.40%,Full,01/17/2023,06/10/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0223CWB31722,lansoprazole d.r. caps 30mg 90ct,31722-0571-90,camber pharmaceuticals; inc.,346.43,1.91,0.60%,Full,01/17/2023,06/10/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0223CWB47335,returns - dating,47335-0583-81,sun pharmaceuticals industries,44.61,3.87,8.70%,Full,01/18/2023,4/27/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0223CWB62175,montelukast sod chew 5mg 1000tab us,62175-0205-43,lannett,5594.7,0.01,0.00%,Full,01/18/2023,21-Mar-23,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0223CWB62559,bicalutamide tablets,62559-0890-30,anip pharmaceuticals; inc,51,22.5,44.10%,Full,01/19/2023,17/04/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0223CWB65162,warfarin sodium 5 mg tablet,65162-0766-11,amneal pharmaceuticals llc,329.69,35.98,10.90%,Full,01/19/2023,04/04/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0223CWB65162,oxybutynin cl er 15 mg tablet,65162-0373-10,amneal pharmaceuticals llc,90,4.39,4.90%,Full,01/19/2023,04/04/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0223CWB65162,pantoprazole sod dr 40 mg tab,65162-0637-09,amneal pharmaceuticals llc,9.25,2.15,23.20%,Full,01/19/2023,04/04/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0223CWB65862,Aripiprazole,65862-0666-30,aurobindo pharma usa,767.1,2,0.30%,Full,01/19/2023,1/31/2024,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0223CWB65862,Aripiprazole,65862-0663-30,aurobindo pharma usa,542.52,1,0.20%,Full,01/19/2023,1/31/2024,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0223CWB65862,Sildenafil,65862-0690-01,aurobindo pharma usa,1211,3,0.20%,Full,01/19/2023,1/31/2024,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0223CWB65862,Aripiprazole,65862-0664-30,aurobindo pharma usa,542.52,3,0.60%,Full,09/25/2018,1/31/2024,NDC,HIGH,H2 Pharmacy,MATCHED
DEL0223CWB69238,doxycycline hyclate 100 mg cap,69238-1100-02,amneal pharmaceuticals llc,10.07,4.14,41.10%,Full,01/19/2023,04/04/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0223CWB69238,tadalafil 2.5 mg tablet - 30,69238-1346-03,amneal pharmaceuticals llc,445.72,1.39,0.30%,Full,02/06/2025,04/04/2023,NDC,HIGH,RX Masters,MATCHED
DEL0223CWC31722,Levofloxacin,31722-0723-20,camber pharmaceuticals inc,12.93,1.16,9.00%,Full,09/11/2020,04/27/2023,NDC,HIGH,Texas Road Pharmacy,MATCHED
DEL0223CWF60505,bupropion hci fct usp 75mg 100 btl usa,60505-0158-01,apotex corp.,52.84,5.35,10.10%,Full,01/19/2023,03/24/2023,NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0223CWG00006,steglatro 5mg 30tab bottle usa,00006-5363-03,merck co inc,257.47,309.59,120.20%,Partial,01/11/2024,4/27/2023,NDC,HIGH,Top Care Pharmacy,MATCHED
DEL0223CWI00006,janumet xr 50/500mg 60tab bottle usa,00006-0078-61,merck co inc,416.93,496.8,119.20%,Full,09/14/2018,4/27/2023,NDC,HIGH,First Class Pharmacy,MATCHED
DEL0224DAM00093,Metoclopramide,00093-2203-01,teva ivax pharmaceuticals rx,5.47,5.56,101.60%,Full,03/01/2024,4/29/2024,Direct+NDC,HIGH,Colonia Pharmacy,MATCHED
DEL0224DAP65862,ondansetron tablets 4 mg - 30/bottle,65862-0187-30,aurobindo pharma usa; inc.,13.55,0.62,4.60%,Full,03/01/2024,03/01/2024,Direct+NDC,HIGH,Dundee Pharmacy,MATCHED
DEL0225DBL31722,dutasteride caps 0.5mg 30ct,31722-0131-30,camber pharmaceuticals; inc.,7.2,0.85,11.80%,Full,02/06/2025,06/28/2025,Direct+NDC,HIGH,RX Masters,MATCHED
DEL0320BMN68462,mometasone furoate ointment 0.1% 15gm,68462-0225-17,glenmark pharmaceuticals inc.; usa,6.99,4.18,59.80%,Full,09/14/2018,08/25/2020,NDC,HIGH,Sunrise Village Pharmacy,MATCHED
DEL0320BMT42799,bumetanide tablets; usp 2mg 100ct,42799-0121-01,edenbridge pharmaceuticals,163.69,68,41.50%,Full,09/12/2018,07/25/24,NDC,HIGH,J & J Pharmacy,MATCHED
DEL0320BMT68462,oxcarbazepine tablets 150mg 100's,68462-0137-01,glenmark pharmaceuticals inc.; usa,57,12.05,21.10%,Full,09/19/2018,08/25/2020,NDC,HIGH,Avella of Denver; Inc. #033,MATCHED
DEL0320BMT68462,oxcarbazepine tablets 300mg 100's,68462-0138-01,glenmark pharmaceuticals inc.; usa,76,22.11,29.10%,Full,09/14/2020,08/25/2020,NDC,HIGH,West Lake Pharmacy,MATCHED
DEL0320BMZ68462,mometasone furoate ointment 0.1% 15gm,68462-0225-17,glenmark pharmaceuticals inc.; usa,6.99,2.77,39.60%,Full,09/10/2020,08/25/2020,NDC,HIGH,Texas Road Pharmacy,MATCHED
DEL0320BMZ68462,alclometasone dip cream 0.05% 15gm,68462-0300-17,glenmark pharmaceuticals inc.; usa,31.72,16.1,50.80%,Full,09/27/2018,08/25/2020,NDC,HIGH,My Pharmacist On Call,MATCHED
DEL0320BMZ68462,mupirocin cream 2% 15gm,68462-0564-17,glenmark pharmaceuticals inc.; usa,138.89,138.89,100.00%,Full,09/07/2018,08/25/2020,NDC,HIGH,Er Drugs; Colosseum ; Inc,MATCHED
DEL0321CCW60505,azelastine hcl n/spry 137mcg 30ml usa,60505-0833-05,apotex corp.,33.58,2.18,6.50%,Full,01/19/2023,04/26/2021,NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0321CDE00023,lumigan 0. 01% 5 ml,00023-3205-05,allergan,349.02,275.65,79.00%,Full,09/25/2018,04/26/2021,NDC,HIGH,H2 Pharmacy,MATCHED
DEL0321CDE60505,fluticasone n/spry50mcg/mtrdose 15ml usa,60505-0829-01,apotex corp.,4.15,1.8,43.40%,Full,09/10/2018,04/26/2021,NDC,HIGH,Woodside Pharmacy,MATCHED
DEL0322CNA62175,rabeprazole sod dr 20mg 30tab us,62175-0302-32,lannett company inc.,18.36,1.41,7.70%,Full,09/14/2020,28-Apr-22,NDC,HIGH,West Lake Pharmacy,MATCHED
DEL0322CNE13668,aripiprazole tablets; usp 30mg; 30s; us,13668-0221-30,torrent pharma inc.,439.65,57.71,13.10%,Full,07/01/2020,06/20/2022,NDC,HIGH,Jefferson Valley Pharmacy,MATCHED
DEL0322CNF00186,symbicort ihl 160/4.5mcg/d,00186-0370-20,astrazeneca,308.02,371.66,120.70%,Full,10/22/2018,06/09/2022,NDC,HIGH,Echo Drugs,MATCHED
DEL0322CNF00186,symbicort ihl 80/4.5mcg/d pmdi,00186-0372-20,astrazeneca,269.47,325.15,120.70%,Full,09/11/2018,06/09/2022,NDC,HIGH,Abbey Pharmacy Lansing,MATCHED
DEL0322CNM33342,risedronate sodium tablets usp 35 mg (4s),33342-0109-37,macleods pharma usa. inc,45.2,25,55.30%,Full,09/02/2020,04/01/2022,NDC,HIGH,Colonia Pharmacy,MATCHED
DEL0322CNT00310,bydureon dc 2mg (4pen) w/dil1 ndl,00310-6530-04,astrazeneca,640.69,720.76,112.50%,Full,05/08/2020,06/08/2022,NDC,HIGH,Dania Discount Drugs,MATCHED
DEL0322CRW47781,nitrofurantoin macro caps 50mg 100ct,47781-0307-01,alvogen inc,64.46,6.36,9.90%,Partial,09/24/2018,7/31/2024,NDC,HIGH,S & J Discount Pharmacy,MATCHED
DEL0322CRW47781,oseltamivir suspension 60ml 6mg/ml 1ct,47781-0384-26,alvogen inc,110,10.02,9.10%,Full,09/29/2020,7/31/2024,NDC,HIGH,Spotswood Pharmacy,MATCHED
DEL0323CVO65162,aripiprazole 20 mg tablet - 30,65162-0901-03,amneal pharmaceuticals llc,70.7,1.6,2.30%,Full,10/15/2018,05/04/2023,NDC,HIGH,Family RX Pharmacy,MATCHED
DEL0323CVO00173,credit as agreed,00173-0882-10,glaxo smithkline,330.98,355.82,107.50%,Full,09/27/2018,5/31/2023,NDC,HIGH,Colonia Pharmacy,MATCHED
DEL0323CVO31722,lithium carb caps 300mg 100ct,31722-0545-01,camber pharmaceuticals; inc.,3.87,0.55,14.20%,Full,09/17/2018,05/22/2023,NDC,HIGH,Chino Medical Pharmacy,MATCHED
DEL0323CWA00006,pneumovax 23 0.5ml 10x1dose syringe,00006-4837-03,merck co inc,77.32,1104.54,1428.50%,Partial,01/25/2023,05/05/2023,NDC,HIGH,The Palms Pharmacy,MATCHED
DEL0323CWA00052,nuvaring 0.120mg/0.015mg 3ring usa ea,00052-0273-03,merck co inc,450.97,487.9,108.20%,Full,11/01/2018,05/31/2023,NDC,HIGH,Family RX Pharmacy,MATCHED
DEL0323CWA31722,aripiprazole tabs 5mg 30ct,31722-0820-30,camber pharmaceuticals; inc.,43.23,0.49,1.10%,Full,08/21/2018,05/22/2023,NDC,HIGH,Harbor Healthy Living Pharmacy,MATCHED
DEL0323CWA43975,memantine hydrochloride,43975-0264-03,ani pharmaceuticals; inc.,458,458,100.00%,Full,01/11/2024,26/05/2023,NDC,HIGH,Top Care Pharmacy,MATCHED
DEL0323CWA43975,memantine hydrochloride,43975-0242-03,ani pharmaceuticals; inc.,358.12,358.12,100.00%,Full,01/11/2024,26/05/2023,NDC,HIGH,Top Care Pharmacy,MATCHED
DEL0323CWA49708,returns - dating,49708-0754-41,sun pharmaceuticals industries,251.56,201.25,80.00%,Full,07/01/2020,9/28/2023,NDC,HIGH,Jefferson Valley Pharmacy,MATCHED
DEL0323CWA65162,lidocaine 5% ointment - 50gm,65162-0918-53,amneal pharmaceuticals llc,252,3.66,1.50%,Full,09/07/2018,05/11/2023,NDC,HIGH,St. Mary Pharmacy,MATCHED
DEL0323CWK59651,returns - dating,59651-0018-90,Aurobindo Pharma Limited,136.71,5.59,4.10%,Full,01/19/2023,01/31/2024,NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0323CWL13668,tolterodinetarercap4mg; 30s; us,13668-0190-30,torrent pharma inc.,136.76,3.35,2.40%,Full,01/17/2023,06/12/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0323CWL13668,esomeprazolemgdrcapsusp40mg; us;90s,13668-0155-90,torrent pharma inc.,298.98,3.6,1.20%,Full,01/17/2023,06/12/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0323CWL13668,olmesartmedoxomiltabsusp20mg;30s; us,13668-0249-30,torrent pharma inc.,188.36,0.3,0.20%,Full,01/17/2023,06/12/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0323CWL13668,clobetasolpropcreamusp;0.05%;30g;us,13668-0569-02,torrent pharma inc.,281.82,2.1,0.70%,Full,01/17/2023,06/12/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0323CWL13668,nebivololtabs10mg;90scount; us,13668-0355-90,torrent pharma inc.,413.74,4.5,1.10%,Full,01/17/2023,06/12/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0323CWL31722,dimethyl fumarate dr caps 120mg 14ct,31722-0657-31,camber pharmaceuticals; inc.,1875.36,2.72,0.10%,Full,08/26/2025,07/21/2023,NDC,HIGH,MB & T Pharmacy,MATCHED
DEL0323CWL31722,levetiracetam tabs 250mg 120ct,31722-0536-12,camber pharmaceuticals; inc.,51.35,1.74,3.40%,Full,08/20/2018,07/21/2023,NDC,HIGH,Harbor Pharmacy 3,MATCHED
DEL0323CWL33342,montelukast sodium chewable tablets 4 mg [30s],33342-0110-07,macleods pharma usa. inc,150.86,15.65,10.40%,Full,01/17/2023,04/01/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0323CWL33342,nevirapine extended-release tablets 400 mg (30s),33342-0238-07,macleods pharma usa. inc,706.42,44.6,6.30%,Full,01/17/2023,04/01/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0323CWL33342,olanzapine odt; usp 10 mg [30s],33342-0084-07,macleods pharma usa. inc,73.63,37.71,51.20%,Full,01/17/2023,04/01/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0323CWL33342,ziprasidone hydrochloride capsules 40 mg (60s),33342-0145-09,macleods pharma usa. inc,480,30,6.30%,Full,05/28/2020,04/01/2023,NDC,HIGH,V&N Pharmacy LLC; DBA Melbourne Rx,MATCHED
DEL0323CWL33342,ziprasidone hydrochloride capsules 60 mg (60s),33342-0146-09,macleods pharma usa. inc,590,35,5.90%,Full,01/17/2023,04/01/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0323CWL33342,ziprasidone hydrochloride capsules 80 mg (60s),33342-0147-09,macleods pharma usa. inc,590,35,5.90%,Full,01/17/2023,04/01/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0323CWL59651,returns - dating,59651-0241-30,Aurobindo Pharma Limited,149.99,19.5,13.00%,Full,01/18/2023,1/31/2024,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0323CWL60219,sildenafil 50 mg tablet - 30,60219-1752-03,amneal pharmaceuticals llc,1166.41,1.41,0.10%,Full,01/18/2023,05/04/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0323CWL65162,temozolomide 180 mg capsule,65162-0805-14,amneal pharmaceuticals llc,4113.75,79.86,1.90%,Full,01/19/2023,05/04/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0323CWL65162,aripiprazole 2 mg tablet - 30,65162-0896-03,amneal pharmaceuticals llc,42.06,7.97,18.90%,Full,09/14/2018,05/04/2023,NDC,HIGH,First Class Pharmacy,MATCHED
DEL0323CWL65162,progesterone 100 mg capsule - 14ct,65162-0807-10,amneal pharmaceuticals llc,204.65,3.52,1.70%,Full,01/19/2023,05/04/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0323CWO31722,hydralazine hcl tabs 25mg 100ct,31722-0520-01,camber pharmaceuticals; inc.,20.8,0.47,2.30%,Full,03/11/2025,07/21/2023,NDC,HIGH,Texas Road Pharmacy,MATCHED
DEL0323CWV68462,chlorpromazine hcl tab 100mg 100,68462-0864-01,glenmark pharmaceuticals inc.; usa,757,135.72,17.90%,Full,07/19/2023,07/26/2023,NDC,HIGH,Sunlife Pharmacy,MATCHED
DEL0324CZF59310,authorized return,59310-0304-80,teva ivax pharmaceuticals,217.59,267.41,122.90%,Full,03/29/2024,07/08/2024,Direct+NDC,HIGH,MONTGOMERY PHARMACY INC,MATCHED
DEL0324CZF59651,niacin er tablets usp 500 mg - 90/bottle,59651-0018-90,aurobindo pharma usa; inc.,136.71,5.59,4.10%,Full,03/29/2024,03/29/2024,Direct+NDC,HIGH,MONTGOMERY PHARMACY INC,MATCHED
DEL0324CZF63304,returns - dating,63304-0720-90,sun pharmaceuticals industries,150,5.65,3.80%,Full,03/29/2024,08/30/2024,Direct+NDC,HIGH,MONTGOMERY PHARMACY INC,MATCHED
DEL0324CZF63304,returns - dating,63304-0721-90,sun pharmaceuticals industries,168.14,5.64,3.40%,Full,03/29/2024,08/30/2024,Direct+NDC,HIGH,MONTGOMERY PHARMACY INC,MATCHED
DEL0324CZF65862,cefdinir oral suspension 125 mg/5ml - 60ml,65862-0218-60,aurobindo pharma usa; inc.,36.34,2.8,7.70%,Full,03/29/2024,03/29/2024,Direct+NDC,HIGH,MONTGOMERY PHARMACY INC,MATCHED
DEL0324CZF65862,amoxicillin/clavulanate oral suspension 200/28.5 mg - 100ml,65862-0533-01,aurobindo pharma usa; inc.,6.99,2.2,31.50%,Full,03/29/2024,03/29/2024,Direct+NDC,HIGH,MONTGOMERY PHARMACY INC,MATCHED
DEL0324CZF65862,cefuroxime axetil tablets 250 mg - 20/bottle,65862-0699-20,aurobindo pharma usa; inc.,34.91,2.67,7.60%,Full,03/29/2024,03/29/2024,Direct+NDC,HIGH,MONTGOMERY PHARMACY INC,MATCHED
